0,1,2,3,4,5,6
243.0,40.0,40.0,3.125,16.875,1773.0,-4.058435577238878
244.0,60.0,20.0,0.0,20.0,1673.0,-3.4386304064250384
245.0,40.0,40.0,3.75,16.25,1723.0,-4.268459567360513
246.0,61.25,18.75,0.0,20.0,1773.0,-2.7130512255271393
247.0,67.5,12.5,0.0,20.0,1773.0,-2.2226830484973763
248.0,61.25,18.75,0.0,20.0,1773.0,-2.7130584132158377
249.0,67.5,12.5,0.0,20.0,1773.0,-2.2225761014577787
250.0,40.0,25.0,5.0,30.0,1723.0,-3.9515909639624356
251.0,55.125,24.875,0.0,20.0,1773.0,-3.1734214095864304
252.0,60.625,19.375,0.0,20.0,1723.0,-3.06234009374075
253.0,59.25,20.75,0.0,20.0,1673.0,-3.4875258059958814
254.0,42.5,37.5,0.0,20.0,1723.0,-4.204068319148204
255.0,40.0,40.0,3.958333333,16.04166667,1673.0,-4.476761231469725
256.0,40.0,40.0,3.75,16.25,1723.0,-4.267795485642798
257.0,35.0,45.0,5.0,10.0,1673.0,-4.664406738814658
258.0,40.0,21.66666667,5.0,33.33333333,1673.0,-4.131695014865342
259.0,70.25,9.75,0.0,20.0,1723.0,-2.3442254305943035
260.0,40.0,40.0,1.25,18.75,1723.0,-4.312406703507341
261.0,40.0,40.0,2.083333333,17.91666667,1773.0,-4.077372638250916
262.0,40.0,35.0,5.0,20.0,1723.0,-4.151314588247832
263.0,40.0,16.66666667,5.0,38.33333333,1773.0,-3.504006625804149
264.0,40.0,31.66666667,5.0,23.33333333,1723.0,-4.090697770503457
265.0,62.0,18.0,0.0,20.0,1773.0,-2.6548188673407647
266.0,40.0,6.666666667,5.0,48.33333333,1773.0,-3.299823309551832
267.0,56.5,23.5,0.0,20.0,1723.0,-3.3556909958825334
268.0,40.0,40.0,0.625,19.375,1673.0,-4.540486563239563
269.0,40.0,40.0,0.0,20.0,1673.0,-4.5458147216799505
270.0,57.875,22.125,0.0,20.0,1773.0,-2.9715415278237676
271.0,67.5,12.5,0.0,20.0,1723.0,-2.5499966573650537
272.0,40.0,40.0,2.5,17.5,1723.0,-4.293052024161857
273.0,40.0,40.0,3.958333333,16.04166667,1673.0,-4.475112246353668
274.0,40.0,40.0,2.5,17.5,1773.0,-4.069898265906034
275.0,56.25,23.75,0.0,20.0,1773.0,-3.0925068489862957
276.0,40.0,26.66666667,5.0,28.33333333,1673.0,-4.231026969952431
277.0,60.625,19.375,0.0,20.0,1773.0,-2.761932496843245
278.0,64.75,15.25,0.0,20.0,1673.0,-3.1203325365520103
279.0,40.0,40.0,1.25,18.75,1723.0,-4.311032757258507
280.0,40.0,21.66666667,5.0,33.33333333,1673.0,-4.131408785840391
281.0,40.0,21.66666667,5.0,33.33333333,1773.0,-3.618601497760067
282.0,68.75,11.25,0.0,20.0,1773.0,-2.123107315276297
283.0,52.5,27.5,0.0,20.0,1723.0,-3.6239258129645453
284.0,40.0,35.0,5.0,20.0,1773.0,-3.9169228707436594
285.0,67.5,12.5,0.0,20.0,1673.0,-2.931634156050555
286.0,40.0,26.66666667,5.0,28.33333333,1723.0,-3.987881197230216
287.0,40.0,40.0,4.583333333,15.41666667,1723.0,-4.240315141190176
288.0,40.0,10.0,5.0,45.0,1773.0,-3.362407159700885
289.0,66.25,13.75,0.0,20.0,1673.0,-3.0172481098064243
290.0,51.0,29.000000000000004,0.0,20.0,1673.0,-3.9936544063503123
291.0,70.0,7.000000000000002,0.0,20.0,1773.0,-1.957969106479608
292.0,43.75,36.25,0.0,20.0,1773.0,-3.908046307828238
293.0,40.0,35.0,5.0,20.0,1673.0,-4.371645054698629
294.0,40.0,21.66666667,5.0,33.33333333,1723.0,-3.877869688615022
295.0,45.5,34.5,0.0,20.0,1723.0,-4.043349390585585
296.0,40.0,18.33333333,5.0,36.66666667,1723.0,-3.8045045037904703
297.0,40.0,40.0,4.791666667,15.20833333,1673.0,-4.439341408603284
298.0,62.0,18.0,0.0,20.0,1773.0,-2.655514305526338
299.0,40.0,40.0,1.875,18.125,1773.0,-4.0795283049548505
300.0,40.0,40.0,0.4166666670000002,19.58333333,1723.0,-4.32010114136242
301.0,40.0,40.0,0.0,20.0,1723.0,-4.32512279810105
302.0,42.75,37.25,0.0,20.0,1723.0,-4.18929301264425
303.0,40.0,40.0,3.333333333,16.66666667,1723.0,-4.274487583752876
304.0,40.0,13.33333333,5.0,41.66666667,1773.0,-3.429953237301803
305.0,40.0,6.666666667,5.0,48.33333333,1773.0,-3.298417734695971
306.0,40.0,40.0,0.833333333,19.16666667,1673.0,-4.5367031261189465
307.0,54.99999999999999,25.0,0.0,20.0,1773.0,-3.185151808773445
308.0,56.5,23.5,0.0,20.0,1673.0,-3.6642574920601088
309.0,67.5,12.5,0.0,20.0,1723.0,-2.5486188873447806
310.0,66.25,13.75,0.0,20.0,1723.0,-2.64313746599863
311.0,40.0,16.66666667,5.0,38.33333333,1773.0,-3.5025576480282443
312.0,60.625,19.375,0.0,20.0,1723.0,-3.062855273280894
313.0,64.75,15.25,0.0,20.0,1673.0,-3.1189826695670875
314.0,40.0,40.0,3.125,16.875,1673.0,-4.495427262001722
315.0,40.0,5.0,5.0,50.0,1773.0,-3.2684241556233142
316.0,49.625,30.375,0.0,20.0,1673.0,-4.071535730109194
317.0,52.5,27.5,0.0,20.0,1773.0,-3.361883873186981
318.0,45.5,34.5,0.0,20.0,1673.0,-4.288571876235337
319.0,40.0,40.0,1.666666667,18.33333333,1723.0,-4.302159325259761
320.0,61.25,18.75,0.0,20.0,1673.0,-3.355767597692473
321.0,43.75,36.25,0.0,20.0,1773.0,-3.9079076408675335
322.0,40.0,16.66666667,5.0,38.33333333,1673.0,-4.029155061928909
323.0,71.625,8.374999999999998,0.0,20.0,1673.0,-2.6447266166664862
324.0,40.0,40.0,1.041666667,18.95833333,1673.0,-4.533092564986341
325.0,71.625,8.374999999999998,0.0,20.0,1723.0,-2.2374138327990813
326.0,50.0,30.0,0.0,20.0,1723.0,-3.7821161620547104
327.0,40.0,40.0,4.791666667,15.20833333,1773.0,-4.012180706853787
328.0,40.0,20.0,5.0,35.0,1723.0,-3.8397168677745577
329.0,62.0,18.0,0.0,20.0,1673.0,-3.305388973557001
330.0,60.625,19.375,0.0,20.0,1723.0,-3.0632994474430673
331.0,40.0,40.0,0.0,20.0,1723.0,-4.322685083752978
332.0,67.5,12.5,0.0,20.0,1673.0,-2.9287942462879872
333.0,35.0,45.0,5.0,10.0,1723.0,-4.4696458717178835
334.0,40.0,40.0,3.541666667,16.45833333,1773.0,-4.04793113690326
335.0,40.0,33.33333333,5.0,21.66666667,1723.0,-4.120599402259929
336.0,42.5,37.5,0.0,20.0,1723.0,-4.2003684424088785
337.0,40.0,31.66666667,5.0,23.33333333,1723.0,-4.089490646542109
338.0,40.0,40.0,0.0,20.0,1773.0,-4.106188334040747
339.0,70.25,9.75,0.0,20.0,1773.0,-2.005452659396633
340.0,40.0,40.0,1.041666667,18.95833333,1673.0,-4.53192023991934
341.0,54.99999999999999,25.0,0.0,20.0,1673.0,-3.758220153327162
342.0,63.74999999999999,16.25,0.0,20.0,1673.0,-3.186489687232898
343.0,40.0,13.33333333,5.0,41.66666667,1673.0,-3.9632890331476647
344.0,67.5,12.5,0.0,20.0,1673.0,-2.928168204926407
345.0,53.75,26.25,0.0,20.0,1773.0,-3.276614936164389
346.0,40.0,40.0,2.083333333,17.91666667,1723.0,-4.2936813379713685
347.0,50.0,30.0,0.0,20.0,1723.0,-3.7825173011288915
348.0,40.0,40.0,0.208333333,19.79166667,1773.0,-4.102659511826386
349.0,54.99999999999999,25.0,0.0,20.0,1723.0,-3.460930505022144
350.0,40.0,23.33333333,5.0,31.66666667,1723.0,-3.9128678397810597
351.0,40.0,35.0,5.0,20.0,1673.0,-4.365568783216833
352.0,40.0,40.0,1.666666667,18.33333333,1673.0,-4.521624430773997
353.0,40.0,28.33333333,5.0,26.66666667,1673.0,-4.257295323339364
354.0,56.5,23.5,0.0,20.0,1723.0,-3.3585045614527775
355.0,66.125,13.875000000000002,0.0,20.0,1723.0,-2.6527328372478016
356.0,40.0,33.33333333,5.0,21.66666667,1773.0,-3.8857976302059654
357.0,60.625,19.375,0.0,20.0,1673.0,-3.3972652354733053
358.0,67.5,12.5,0.0,20.0,1773.0,-2.2225375700455814
359.0,67.5,12.5,0.0,20.0,1723.0,-2.5484364538346767
360.0,40.0,40.0,4.375,15.625,1673.0,-4.448512721375529
361.0,68.75,11.25,0.0,20.0,1673.0,-2.840618281450838
362.0,40.0,20.0,5.0,35.0,1673.0,-4.092106932419436
363.0,71.625,8.374999999999998,0.0,20.0,1773.0,-1.8995927474121233
364.0,40.0,25.0,5.0,30.0,1673.0,-4.192465851817475
365.0,52.5,27.5,0.0,20.0,1773.0,-3.364865255418242
366.0,52.375,27.625,0.0,20.0,1773.0,-3.3734975055485217
367.0,40.0,40.0,5.0,15.0,1723.0,-4.2202067895703985
368.0,40.0,13.33333333,5.0,41.66666667,1773.0,-3.4255143508077883
369.0,40.0,25.0,5.0,30.0,1773.0,-3.69671092557014
370.0,40.0,26.66666667,5.0,28.33333333,1673.0,-4.2241360631586335
371.0,42.75,37.25,0.0,20.0,1723.0,-4.185932154606449
372.0,40.0,40.0,5.0,15.0,1773.0,-4.005452086951176
373.0,41.375,38.625,0.0,20.0,1773.0,-4.034813927688899
374.0,40.0,40.0,4.791666667,15.20833333,1673.0,-4.428649690035961
375.0,63.74999999999999,16.25,0.0,20.0,1773.0,-2.521674082617346
376.0,40.0,25.0,5.0,30.0,1773.0,-3.696536178466606
377.0,40.0,40.0,2.083333333,17.91666667,1773.0,-4.073820163147581
378.0,40.0,40.0,5.0,15.0,1723.0,-4.219507890992087
379.0,40.0,10.0,5.0,45.0,1673.0,-3.898418907973364
380.0,42.75,37.25,0.0,20.0,1673.0,-4.419123801131839
381.0,70.25,9.75,0.0,20.0,1773.0,-2.007139852741758
382.0,64.75,15.25,0.0,20.0,1723.0,-2.757698863481329
383.0,71.625,8.374999999999998,0.0,20.0,1773.0,-1.900559764596365
384.0,40.0,40.0,5.0,15.0,1773.0,-4.00564659564513
385.0,40.0,10.0,5.0,45.0,1773.0,-3.355130718670537
386.0,40.0,21.66666667,5.0,33.33333333,1773.0,-3.6157362105136723
387.0,40.0,40.0,0.0,20.0,1723.0,-4.31778062488662
