0,1,2,3,4,5,6
388.0,64.75,15.25,0.0,20.0,1773.0,-2.443273134650248
389.0,66.125,13.875000000000002,0.0,20.0,1723.0,-2.653777182594087
390.0,42.75,37.25,0.0,20.0,1723.0,-4.18492699714374
391.0,51.25,28.75,0.0,20.0,1773.0,-3.4511482248959937
392.0,40.0,21.66666667,5.0,33.33333333,1723.0,-3.8727660889356468
393.0,47.5,32.5,0.0,20.0,1773.0,-3.690457323565436
394.0,57.5,22.5,0.0,20.0,1773.0,-3.00773976906499
395.0,61.25,18.75,0.0,20.0,1773.0,-2.7203860813523706
396.0,40.0,26.66666667,5.0,28.33333333,1723.0,-3.983754334170052
397.0,70.0,7.000000000000002,0.0,20.0,1723.0,-2.3113546482033254
398.0,58.75,21.25,0.0,20.0,1773.0,-2.9136954778918667
399.0,56.25,23.75,0.0,20.0,1773.0,-3.100908031630577
400.0,40.0,28.33333333,5.0,26.66666667,1673.0,-4.251298002996638
401.0,70.0,7.000000000000002,0.0,20.0,1773.0,-1.9627236798960872
402.0,40.0,40.0,4.166666667,15.83333333,1723.0,-4.245209021208993
403.0,40.0,10.0,5.0,45.0,1773.0,-3.353109254113008
404.0,63.375,16.625,0.0,20.0,1773.0,-2.553910855592785
405.0,67.5,12.5,0.0,20.0,1773.0,-2.225879248925143
406.0,40.0,30.0,5.0,25.0,1773.0,-3.8136069967056727
407.0,43.75,36.25,0.0,20.0,1773.0,-3.907789195361475
408.0,53.75,26.25,0.0,20.0,1773.0,-3.281308131003179
409.0,40.0,26.66666667,5.0,28.33333333,1673.0,-4.218836028519825
410.0,40.0,40.0,3.541666667,16.45833333,1773.0,-4.046537081033429
411.0,40.0,40.0,2.916666667,17.08333333,1723.0,-4.273431913459701
412.0,40.0,10.0,5.0,45.0,1673.0,-3.8927767420569452
413.0,53.75,26.25,0.0,20.0,1773.0,-3.2817178570512224
414.0,58.75,21.25,0.0,20.0,1773.0,-2.9152302339490825
415.0,40.0,40.0,0.0,20.0,1723.0,-4.315227170381992
416.0,56.5,23.5,0.0,20.0,1723.0,-3.3617117977227373
417.0,40.0,20.0,5.0,35.0,1673.0,-4.0846024651754504
418.0,40.0,23.33333333,5.0,31.66666667,1673.0,-4.1520223028798515
419.0,40.0,16.66666667,5.0,38.33333333,1723.0,-3.7585322083399144
420.0,40.0,40.0,4.583333333,15.41666667,1723.0,-4.23104206945296
421.0,40.0,40.0,0.833333333,19.16666667,1673.0,-4.5270665095926645
422.0,66.25,13.75,0.0,20.0,1723.0,-2.646057539840111
423.0,40.0,40.0,0.4166666670000002,19.58333333,1723.0,-4.309609746481815
424.0,40.0,40.0,0.0,20.0,1773.0,-4.102371025980866
425.0,54.99999999999999,25.0,0.0,20.0,1773.0,-3.194037723485344
426.0,40.0,36.66666667,5.0,18.33333333,1773.0,-3.9509331729963493
427.0,66.125,13.875000000000002,0.0,20.0,1773.0,-2.3375356253158155
428.0,68.75,11.25,0.0,20.0,1773.0,-2.129119451655931
429.0,40.0,20.0,5.0,35.0,1723.0,-3.8316661185733003
430.0,66.25,13.75,0.0,20.0,1723.0,-2.6466033474572725
431.0,53.75,26.25,0.0,20.0,1673.0,-3.8353767091537794
432.0,40.0,18.33333333,5.0,36.66666667,1773.0,-3.5324644909980814
433.0,71.625,8.374999999999998,0.0,20.0,1673.0,-2.637705822860463
434.0,62.5,17.5,0.0,20.0,1673.0,-3.2707524700333095
435.0,58.75,21.25,0.0,20.0,1773.0,-2.9173939737151677
436.0,51.0,29.000000000000004,0.0,20.0,1773.0,-3.4707623042774696
437.0,54.99999999999999,25.0,0.0,20.0,1773.0,-3.1951435843934304
438.0,40.0,38.33333333,5.0,16.66666667,1673.0,-4.391439424785298
439.0,57.875,22.125,0.0,20.0,1723.0,-3.267092354465228
440.0,40.0,21.66666667,5.0,33.33333333,1773.0,-3.612225288917517
441.0,70.0,7.000000000000002,0.0,20.0,1773.0,-1.9674165690091021
442.0,40.0,23.33333333,5.0,31.66666667,1773.0,-3.652957726103043
443.0,51.0,29.000000000000004,0.0,20.0,1673.0,-3.9956810220061088
444.0,40.0,40.0,3.75,16.25,1773.0,-4.041212925563517
445.0,40.0,40.0,4.166666667,15.83333333,1773.0,-4.031123807412959
446.0,40.0,8.333333332999999,5.0,46.66666667,1773.0,-3.3151179966645303
447.0,55.125,24.875,0.0,20.0,1773.0,-3.187118846306158
448.0,40.0,40.0,3.958333333,16.04166667,1773.0,-4.03626896234985
449.0,67.5,12.5,0.0,20.0,1773.0,-2.2307086754874206
450.0,51.25,28.75,0.0,20.0,1773.0,-3.455228330039386
451.0,40.0,40.0,2.291666667,17.70833333,1673.0,-4.496315772906331
452.0,41.375,38.625,0.0,20.0,1673.0,-4.475424337930992
453.0,40.0,35.0,5.0,20.0,1773.0,-3.9193806632914963
454.0,56.25,23.75,0.0,20.0,1723.0,-3.381438350671811
455.0,40.0,40.0,4.166666667,15.83333333,1773.0,-4.030958298340424
456.0,60.625,19.375,0.0,20.0,1673.0,-3.397502805319017
457.0,40.0,40.0,3.75,16.25,1773.0,-4.04092761665956
458.0,63.74999999999999,16.25,0.0,20.0,1773.0,-2.5302643274713175
459.0,51.0,29.000000000000004,0.0,20.0,1673.0,-3.9955638361729138
460.0,42.75,37.25,0.0,20.0,1673.0,-4.414084227998184
461.0,62.0,18.0,0.0,20.0,1773.0,-2.668833600299795
462.0,40.0,40.0,1.041666667,18.95833333,1673.0,-4.519036482219336
463.0,71.625,8.374999999999998,0.0,20.0,1673.0,-2.6369457104706404
464.0,64.75,15.25,0.0,20.0,1773.0,-2.4516063245670634
465.0,40.0,40.0,4.583333333,15.41666667,1773.0,-4.019370319298234
466.0,60.0,20.0,0.0,20.0,1773.0,-2.825186034445573
467.0,35.0,45.0,5.0,10.0,1673.0,-4.627753202734896
468.0,40.0,40.0,2.916666667,17.08333333,1773.0,-4.0573503951123335
469.0,40.0,5.0,5.0,50.0,1773.0,-3.2519879406584864
470.0,70.0,7.000000000000002,0.0,20.0,1723.0,-2.316619964458346
471.0,41.375,38.625,0.0,20.0,1773.0,-4.032377678713824
472.0,68.75,11.25,0.0,20.0,1723.0,-2.4597967472466205
473.0,63.375,16.625,0.0,20.0,1773.0,-2.561971752152356
474.0,40.0,40.0,1.666666667,18.33333333,1673.0,-4.5061923470663725
475.0,40.0,40.0,2.5,17.5,1723.0,-4.275045860617989
476.0,40.0,40.0,2.916666667,17.08333333,1723.0,-4.267247008136986
477.0,40.0,36.66666667,5.0,18.33333333,1773.0,-3.9505654264456673
478.0,40.0,40.0,0.0,20.0,1673.0,-4.530719632050783
479.0,40.0,10.0,5.0,45.0,1723.0,-3.6103594487683712
480.0,40.0,43.33333333,5.0,11.66666667,1773.0,-4.051137721009598
481.0,42.75,37.25,0.0,20.0,1773.0,-3.961363427818782
482.0,46.24999999999999,33.75,0.0,20.0,1773.0,-3.7679121388543644
483.0,40.0,20.0,5.0,35.0,1773.0,-3.567366895880183
484.0,52.5,27.5,0.0,20.0,1673.0,-3.909375624987363
485.0,40.0,40.0,4.583333333,15.41666667,1723.0,-4.225221985180398
486.0,54.99999999999999,25.0,0.0,20.0,1673.0,-3.7597762770892804
487.0,52.375,27.625,0.0,20.0,1773.0,-3.3827979700909556
488.0,40.0,40.0,2.291666667,17.70833333,1673.0,-4.490200390754747
489.0,64.75,15.25,0.0,20.0,1723.0,-2.7658357245206626
490.0,62.5,17.5,0.0,20.0,1773.0,-2.633416365636781
491.0,67.5,12.5,0.0,20.0,1773.0,-2.236756610313716
492.0,67.5,12.5,0.0,20.0,1723.0,-2.557161334406981
493.0,60.625,19.375,0.0,20.0,1773.0,-2.7803482288539993
494.0,40.0,40.0,3.541666667,16.45833333,1673.0,-4.453523892858939
495.0,40.0,30.0,5.0,25.0,1723.0,-4.045308450559474
496.0,49.625,30.375,0.0,20.0,1673.0,-4.071095454571257
497.0,40.0,25.0,5.0,30.0,1723.0,-3.937350379568924
498.0,45.5,34.5,0.0,20.0,1723.0,-4.03956707010125
